357421,null,Carbon Engineering,2016-06-08,"['Climate', 'Economic Development', 'Environment', 'Research and Development']","['Climate', 'Economic Development', 'Environment', 'Research and Development']","['House of Commons', 'House of Commons']"
357421,null,Carbon Engineering,2016-06-09,"['Climate', 'Economic Development', 'Energy', 'Research and Development']","['Climate', 'Economic Development', 'Energy', 'Research and Development']","['Natural Resources Canada (NRCan)', 'Natural Resources Canada (NRCan)']"
357421,null,Carbon Engineering,2016-06-09,"['Climate', 'Economic Development', 'Energy', 'Environment', 'Research and Development']","['Climate', 'Economic Development', 'Energy', 'Environment', 'Research and Development']","[""Prime Minister's Office (PMO)"", ""Prime Minister's Office (PMO)""]"
357421,null,Carbon Engineering,2016-06-09,"['Climate', 'Economic Development', 'Research and Development', 'Science and Technology']","['Climate', 'Economic Development', 'Research and Development', 'Science and Technology']",['House of Commons']
357421,null,Carbon Engineering,2016-06-09,"['Climate', 'Economic Development', 'Research and Development']","['Climate', 'Economic Development', 'Research and Development']",['House of Commons']
357421,null,Carbon Engineering,2016-06-09,"['Climate', 'Economic Development', 'Environment', 'Research and Development', 'International Trade']","['Climate', 'Economic Development', 'Environment', 'Research and Development', 'International Trade']","['Global Affairs Canada', 'Global Affairs Canada']"
514,Conseil canadien des chefs d'entreprise,Canadian Council of Chief Executives,2016-06-07,"['Energy', 'Environment', 'Industry', 'Infrastructure', 'International Relations', 'International Trade', 'Science and Technology', 'Climate']","['Energy', 'Environment', 'Industry', 'Infrastructure', 'International Relations', 'International Trade', 'Science and Technology', 'Climate']",['Natural Resources Canada (NRCan)']
4669,null,PEMBINA INSTITUTE,2016-06-06,"['Energy', 'Environment', 'International Relations', 'Climate']","['Energy', 'Environment', 'International Relations', 'Climate']",['Natural Resources Canada (NRCan)']
4669,null,PEMBINA INSTITUTE,2016-06-08,"['Energy', 'Environment', 'International Relations', 'Climate']","['Energy', 'Environment', 'International Relations', 'Climate']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
4669,null,PEMBINA INSTITUTE,2016-06-08,"['Energy', 'Environment', 'International Relations', 'Climate']","['Energy', 'Environment', 'International Relations', 'Climate']",['Natural Resources Canada (NRCan)']
4669,null,PEMBINA INSTITUTE,2016-06-13,"['Industry', 'Climate']","['Industry', 'Climate']",['House of Commons']
4669,null,PEMBINA INSTITUTE,2016-06-22,['Climate'],['Climate'],['Environment and Climate Change Canada']
16963,null,FÉDÉRATION DES CAISSES DESJARDINS DU QUÉBEC,2016-06-30,"['Financial Institutions', 'Environment']","['Financial Institutions', 'Environment']",['Environment and Climate Change Canada']
82,null,CANADIAN FOODGRAINS BANK,2016-06-29,"['Agriculture', 'Environment', 'International Relations', 'International Trade', 'International Development', 'Climate']","['Agriculture', 'Environment', 'International Relations', 'International Trade', 'International Development', 'Climate']",['House of Commons']
82,null,CANADIAN FOODGRAINS BANK,2016-07-05,"['Environment', 'International Development', 'Climate']","['Environment', 'International Development', 'Climate']",['House of Commons']
357697,null,"REPSOL, SA",2016-06-13,"['Energy', 'Environment']","['Energy', 'Environment']",['Environment and Climate Change Canada']
4978,null,GENERAL ELECTRIC CANADA,2016-06-22,['Environment'],['Environment'],['Environment and Climate Change Canada']
14888,null,Toyota Canada Inc.,2016-06-07,"['Environment', 'Transportation']","['Environment', 'Transportation']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
377,null,CAMECO CORPORATION,2016-06-07,"['Aboriginal Affairs', 'Environment', 'Industry', 'Mining', 'Employment and Training']","['Aboriginal Affairs', 'Environment', 'Industry', 'Mining', 'Employment and Training']","['House of Commons', 'House of Commons', 'Public Safety Canada (PS)', 'Environment and Climate Change Canada', 'Employment and Social Development Canada (ESDC)', 'Employment and Social Development Canada (ESDC)', 'Public Safety Canada (PS)', 'House of Commons', 'House of Commons', 'House of Commons', 'House of Commons', ""Prime Minister's Office (PMO)"", ""Prime Minister's Office (PMO)"", 'Public Safety Canada (PS)', 'House of Commons', ""Prime Minister's Office (PMO)"", 'Environment and Climate Change Canada']"
4840,null,Fednav Limited,2016-06-15,['Transportation'],['Transportation'],"['Natural Resources Canada (NRCan)', 'Environment and Climate Change Canada', 'Natural Resources Canada (NRCan)']"
15673,Association canadienne des carburants,Canadian Fuels Association,2016-06-01,"['Energy', 'Transportation', 'Climate']","['Energy', 'Transportation', 'Climate']",['Transport Canada (TC)']
15673,Association canadienne des carburants,Canadian Fuels Association,2016-06-06,"['Energy', 'Transportation', 'Climate']","['Energy', 'Transportation', 'Climate']",['House of Commons']
15673,Association canadienne des carburants,Canadian Fuels Association,2016-06-06,"['Energy', 'Transportation', 'Climate']","['Energy', 'Transportation', 'Climate']",['House of Commons']
279,Association canadienne de L'énergie éolienne,Canadian Wind Energy Association,2016-06-09,"['Energy', 'Environment', 'Climate']","['Energy', 'Environment', 'Climate']",['Environment and Climate Change Canada']
226822,null,Saskatchewan Power Corporation,2016-06-07,['Energy'],['Energy'],"['Canadian Environmental Assessment Agency (CEAA)', 'Environment and Climate Change Canada']"
226822,null,Saskatchewan Power Corporation,2016-06-23,['Energy'],['Energy'],"['Canadian Environmental Assessment Agency (CEAA)', 'Environment and Climate Change Canada']"
5005,null,Ontario Power Generation Inc.,2016-06-02,"['Energy', 'Environment']","['Energy', 'Environment']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
286266,null,Canadian Natural Resources Limited,2016-06-21,"['Energy', 'Environment']","['Energy', 'Environment']",['Environment and Climate Change Canada']
5005,null,Ontario Power Generation Inc.,2016-06-02,"['Energy', 'Environment']","['Energy', 'Environment']",['Environment and Climate Change Canada']
353286,null,TMAC Resources Inc.,2016-06-14,"['Economic Development', 'Environment', 'Mining', 'Regional Development']","['Economic Development', 'Environment', 'Mining', 'Regional Development']",['Environment and Climate Change Canada']
223422,Société Aurifère Barrick,Barrick Gold Corporation,2016-06-30,['Mining'],['Mining'],"[""Prime Minister's Office (PMO)""]"
290385,null,TimberWest Forest Corp.,2016-06-01,"['Industry', 'Internal Trade', 'International Trade', 'Forestry', 'Environment']","['Industry', 'Internal Trade', 'International Trade', 'Forestry', 'Environment']",['Environment and Climate Change Canada']
355387,null,NextEra Canada Development LP,2016-06-01,"['Climate', 'Economic Development', 'Energy', 'Environment', 'Aboriginal Affairs']","['Climate', 'Economic Development', 'Energy', 'Environment', 'Aboriginal Affairs']",['Environment and Climate Change Canada']
355387,null,NextEra Canada Development LP,2016-06-14,"['Climate', 'Economic Development', 'Energy', 'Environment', 'Aboriginal Affairs']","['Climate', 'Economic Development', 'Energy', 'Environment', 'Aboriginal Affairs']",['Natural Resources Canada (NRCan)']
355387,null,NextEra Canada Development LP,2016-06-23,"['Climate', 'Economic Development', 'Energy', 'Environment', 'Aboriginal Affairs']","['Climate', 'Economic Development', 'Energy', 'Environment', 'Aboriginal Affairs']",['Indigenous and Northern Affairs Canada']
355387,null,NextEra Canada Development LP,2016-06-23,"['Climate', 'Economic Development', 'Energy', 'Environment', 'Aboriginal Affairs']","['Climate', 'Economic Development', 'Energy', 'Environment', 'Aboriginal Affairs']","[""Prime Minister's Office (PMO)""]"
12699,L'association minière du Canada (AMC),The Mining Association of Canada (MAC),2016-06-06,"['Aboriginal Affairs', 'Environment', 'Mining']","['Aboriginal Affairs', 'Environment', 'Mining']",['Environment and Climate Change Canada']
12699,L'association minière du Canada (AMC),The Mining Association of Canada (MAC),2016-06-06,"['Environment', 'Mining']","['Environment', 'Mining']",['Environment and Climate Change Canada']
12699,L'association minière du Canada (AMC),The Mining Association of Canada (MAC),2016-06-13,"['Environment', 'Mining']","['Environment', 'Mining']",['Environment and Climate Change Canada']
12699,L'association minière du Canada (AMC),The Mining Association of Canada (MAC),2016-06-16,['Science and Technology'],['Science and Technology'],"['Environment and Climate Change Canada', 'Natural Resources Canada (NRCan)', 'Natural Resources Canada (NRCan)', 'Natural Resources Canada (NRCan)']"
12699,L'association minière du Canada (AMC),The Mining Association of Canada (MAC),2016-06-23,"['Aboriginal Affairs', 'Fisheries', 'Mining']","['Aboriginal Affairs', 'Fisheries', 'Mining']",['Environment and Climate Change Canada']
13913,Association Canadienne du Ciment,CEMENT ASSOCIATION OF CANADA,2016-06-13,"['Environment', 'Climate']","['Environment', 'Climate']",['House of Commons']
12935,null,ENCANA CORPORATION,2016-06-01,['Environment'],['Environment'],['Environment and Climate Change Canada']
12935,null,ENCANA CORPORATION,2016-06-17,['Environment'],['Environment'],['Environment and Climate Change Canada']
290865,L’entente sur la forêt boréale canadienne (EFBC),Canadian Boreal Forest Agreement (CBFA),2016-07-13,"['Environment', 'Forestry', 'Climate', 'Economic Development', 'Budget']","['Environment', 'Forestry', 'Climate', 'Economic Development', 'Budget']","['Natural Resources Canada (NRCan)', 'Agriculture and Agri-Food Canada (AAFC)']"
16281,Industries Renouvelables Canada,Renewable Industries Canada,2016-07-08,"['Energy', 'Environment', 'Industry', 'Science and Technology', 'Transportation', 'Climate']","['Energy', 'Environment', 'Industry', 'Science and Technology', 'Transportation', 'Climate']",['Environment and Climate Change Canada']
271764,Association canadienne de l’industrie de la chimie,Chemistry Industry Association of Canada,2016-06-16,['Environment'],['Environment'],['Environment and Climate Change Canada']
16281,Industries Renouvelables Canada,Renewable Industries Canada,2016-07-11,"['Agriculture', 'Energy', 'Environment', 'Science and Technology', 'Climate']","['Agriculture', 'Energy', 'Environment', 'Science and Technology', 'Climate']",['Natural Resources Canada (NRCan)']
13022,null,Environmental Defence Canada,2016-06-07,['Environment'],['Environment'],"['Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
13022,null,Environmental Defence Canada,2016-06-28,['Environment'],['Environment'],['Environment and Climate Change Canada']
355967,null,Power Workers' Union,2016-06-02,"['Energy', 'Environment']","['Energy', 'Environment']",['Environment and Climate Change Canada']
357258,Industries Renouvelables Canada,Renewable Industries Canada,2016-07-11,"['Budget', 'Energy', 'Taxation and Finance', 'Climate', 'Environment', 'Infrastructure', 'Transportation']","['Budget', 'Energy', 'Taxation and Finance', 'Climate', 'Environment', 'Infrastructure', 'Transportation']",['Natural Resources Canada (NRCan)']
357258,Industries Renouvelables Canada,Renewable Industries Canada,2016-07-08,"['Government Procurement', 'Budget', 'Energy', 'Taxation and Finance', 'Climate', 'Environment', 'Research and Development', 'Transportation']","['Government Procurement', 'Budget', 'Energy', 'Taxation and Finance', 'Climate', 'Environment', 'Research and Development', 'Transportation']",['Environment and Climate Change Canada']
349246,Sentier Transcanadien,Trans Canada Trail,2016-07-06,"['Infrastructure', 'Climate']","['Infrastructure', 'Climate']",['Environment and Climate Change Canada']
5537,null,TransCanada Corporation,2016-06-01,['Energy'],['Energy'],"['Global Affairs Canada', 'Global Affairs Canada', 'Indigenous and Northern Affairs Canada', 'Environment and Climate Change Canada', 'Indigenous and Northern Affairs Canada', 'Indigenous and Northern Affairs Canada', 'House of Commons', 'Global Affairs Canada', 'Indigenous and Northern Affairs Canada']"
5537,null,TransCanada Corporation,2016-06-28,['Energy'],['Energy'],"['Environment and Climate Change Canada', 'Finance Canada (FIN)', 'Global Affairs Canada']"
5537,null,TransCanada Corporation,2016-06-29,['Energy'],['Energy'],"['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
191,Association canadienne du gaz,Canadian Gas Association,2016-06-22,"['Transportation', 'Energy']","['Transportation', 'Energy']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
664,null,Unifor,2016-06-06,['Climate'],['Climate'],['Environment and Climate Change Canada']
6425,Association de L'aluminium du Canada,Aluminum Association of Canada,2016-06-07,"['Regional Development', 'Environment', 'Industry']","['Regional Development', 'Environment', 'Industry']","['Finance Canada (FIN)', 'Environment and Climate Change Canada']"
13267,null,University of Victoria,2016-06-09,['Research and Development'],['Research and Development (R&D)'],['Environment and Climate Change Canada']
15472,Fédération canadienne de la faune,Canadian Wildlife Federation,2016-06-29,['Environment'],['Environment'],"['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
224481,Centre Canadien de Rayonnement Synchrotron,Canadian Light Source Inc.,2016-06-14,"['Science and Technology', 'Budget', 'Research and Development']","['Science and Technology', 'Budget', 'Research and Development']",['Environment and Climate Change Canada']
5215,Suncor Énergie Inc.,Suncor Energy Inc.,2016-06-06,"['Environment', 'Climate']","['Environment', 'Climate']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
5215,Suncor Énergie Inc.,Suncor Energy Inc.,2016-06-06,['Climate'],['Climate'],['Environment and Climate Change Canada']
5215,Suncor Énergie Inc.,Suncor Energy Inc.,2016-06-27,"['Energy', 'Climate']","['Energy', 'Climate']",['Environment and Climate Change Canada']
262462,null,IAMGOLD Corporation,2016-06-16,['Mining'],['Mining'],"['Natural Resources Canada (NRCan)', 'Natural Resources Canada (NRCan)', 'Innovation, Science and Economic Development Canada', 'Environment and Climate Change Canada', 'Natural Resources Canada (NRCan)', 'Natural Resources Canada (NRCan)', 'Natural Resources Canada (NRCan)']"
5215,Suncor Énergie Inc.,Suncor Energy Inc.,2016-06-27,['Climate'],['Climate'],"['Natural Resources Canada (NRCan)', 'Environment and Climate Change Canada']"
13022,null,Environmental Defence Canada,2016-06-27,['Environment'],['Environment'],"['Environment and Climate Change Canada', 'Natural Resources Canada (NRCan)']"
13022,null,Environmental Defence Canada,2016-06-14,['Environment'],['Environment'],['Environment and Climate Change Canada']
13022,null,Environmental Defence Canada,2016-06-15,['Environment'],['Environment'],"['Environment and Climate Change Canada', 'Health Canada (HC)', 'Environment and Climate Change Canada']"
222662,null,Ecojustice Canada,2016-06-29,['Environment'],['Environment'],"['Environment and Climate Change Canada', 'House of Commons']"
274104,null,ATCO Ltd.,2016-06-16,"['Energy', 'Environment']","['Energy', 'Environment']",['Environment and Climate Change Canada']
4590,Fédération canadienne de l’entreprise indépendante (FCEI),Canadian Federation of Independent Business (CFIB),2016-06-24,"['Environment', 'Taxation and Finance']","['Environment', 'Taxation and Finance']",['Environment and Climate Change Canada']
15787,La Chambre de commerce du Canada,Canadian Chamber of Commerce,2016-06-16,"['Energy', 'Science and Technology', 'Climate', 'Mining']","['Energy', 'Science and Technology', 'Climate', 'Mining']",['House of Commons']
270204,null,Teck Resources Limited,2016-06-27,['Climate'],['Climate'],"['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
270204,null,Teck Resources Limited,2016-06-01,['Climate'],['Climate'],"['Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
270204,null,Teck Resources Limited,2016-06-01,['Climate'],['Climate'],"['Natural Resources Canada (NRCan)', 'Natural Resources Canada (NRCan)']"
16637,null,Shell Canada Limited,2016-04-24,"['Environment', 'Energy']","['Environment', 'Energy']","['Natural Resources Canada (NRCan)', 'Environment and Climate Change Canada']"
382,null,Petroleum Services Association of Canada,2016-06-15,"['Energy', 'Environment']","['Energy', 'Environment']",['Environment and Climate Change Canada']
334406,West Coast Reduction Ltd.,West Coast Reduction Ltd.,2016-07-15,"['Agriculture', 'Transportation', 'International Trade', 'Climate', 'Environment']","['Agriculture', 'Transportation', 'International Trade', 'Climate', 'Environment']",['House of Commons']
568,Association canadienne de L'industrie de la chimie,Chemistry Industry Association of Canada,2016-06-16,['Climate'],['Climate'],['Environment and Climate Change Canada']
5916,null,Dalhousie University,2016-06-22,"['Science and Technology', 'Research and Development']","['Science and Technology', 'Research and Development (R&D)']",['Environment and Climate Change Canada']
61,null,GREENPEACE CANADA,2016-06-29,['Environment'],['Environment'],['Environment and Climate Change Canada']
339087,Candu Énergie,Candu Energy Inc.,2016-06-07,"['Industry', 'Climate', 'Economic Development', 'Science and Technology']","['Industry', 'Climate', 'Economic Development', 'Science and Technology']","['Privy Council Office (PCO)', 'Natural Resources Canada (NRCan)', 'Canadian Nuclear Safety Commission (CNSC)']"
279,Association canadienne de L'énergie éolienne,Canadian Wind Energy Association,2016-07-13,"['Energy', 'Environment']","['Energy', 'Environment']",['Environment and Climate Change Canada']
305865,null,International Boreal Conservation Campaign (formerly Canadian Boreal Initiative),2016-07-18,"['Environment', 'Aboriginal Affairs']","['Environment', 'Aboriginal Affairs']",['Environment and Climate Change Canada']
358175,null,Energy Storage Canada,2016-07-18,"['Aboriginal Affairs', 'Climate', 'Energy', 'Environment', 'Government Procurement', 'Infrastructure', 'International Trade', 'Taxation and Finance']","['Aboriginal Affairs', 'Climate', 'Energy', 'Environment', 'Government Procurement', 'Infrastructure', 'International Trade', 'Taxation and Finance']",['House of Commons']
358175,null,Energy Storage Canada,2016-07-18,"['Aboriginal Affairs', 'Climate', 'Energy', 'Environment', 'Government Procurement', 'Infrastructure', 'International Trade', 'Taxation and Finance']","['Aboriginal Affairs', 'Climate', 'Energy', 'Environment', 'Government Procurement', 'Infrastructure', 'International Trade', 'Taxation and Finance']","['Natural Resources Canada (NRCan)', 'Natural Resources Canada (NRCan)', 'Natural Resources Canada (NRCan)', 'Natural Resources Canada (NRCan)', 'Natural Resources Canada (NRCan)']"
358175,null,Energy Storage Canada,2016-07-18,"['Aboriginal Affairs', 'Climate', 'Energy', 'Environment', 'Government Procurement', 'Infrastructure', 'International Trade', 'Taxation and Finance']","['Aboriginal Affairs', 'Climate', 'Energy', 'Environment', 'Government Procurement', 'Infrastructure', 'International Trade', 'Taxation and Finance']","['Infrastructure Canada', 'Infrastructure Canada']"
16637,null,Shell Canada Limited,2016-05-01,['Environment'],['Environment'],"['Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Fisheries and Oceans Canada (DFO)', 'Fisheries and Oceans Canada (DFO)']"
16637,null,Shell Canada Limited,2016-06-06,['Environment'],['Environment'],"['Fisheries and Oceans Canada (DFO)', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Fisheries and Oceans Canada (DFO)']"
13022,null,Environmental Defence Canada,2016-07-26,['Environment'],['Environment'],['Environment and Climate Change Canada']
13022,null,Environmental Defence Canada,2016-07-27,['Environment'],['Environment'],['Environment and Climate Change Canada']
136,Association des produits forestiers du Canada,Forest Products Association of Canada,2016-07-26,"['Industry', 'Climate']","['Industry', 'Climate']",['Environment and Climate Change Canada']
17181,ASSOCIATION CANADIENNE DE L'ELECTRICITE,CANADIAN ELECTRICITY ASSOCIATION,2016-07-05,"['Energy', 'Environment']","['Energy', 'Environment']",['Environment and Climate Change Canada']
17181,ASSOCIATION CANADIENNE DE L'ELECTRICITE,CANADIAN ELECTRICITY ASSOCIATION,2016-07-15,"['Energy', 'Environment']","['Energy', 'Environment']",['Environment and Climate Change Canada']
17181,ASSOCIATION CANADIENNE DE L'ELECTRICITE,CANADIAN ELECTRICITY ASSOCIATION,2016-07-22,"['Energy', 'Environment']","['Energy', 'Environment']",['Environment and Climate Change Canada']
15673,Association canadienne des carburants,Canadian Fuels Association,2016-07-22,"['Energy', 'Climate']","['Energy', 'Climate']",['Natural Resources Canada (NRCan)']
13022,null,Environmental Defence Canada,2016-07-21,['Environment'],['Environment'],"['Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
514,Conseil canadien des chefs d'entreprise,Canadian Council of Chief Executives,2016-07-27,"['Education', 'Employment and Training', 'Energy', 'Environment', 'Immigration', 'Industry', 'Infrastructure', 'International Relations', 'International Trade', 'Science and Technology', 'Taxation and Finance', 'Climate', 'Economic Development', 'Research and Development']","['Education', 'Employment and Training', 'Energy', 'Environment', 'Immigration', 'Industry', 'Infrastructure', 'International Relations', 'International Trade', 'Science and Technology', 'Taxation and Finance', 'Climate', 'Economic Development', 'Research and Development']",['Senate of Canada']
305865,null,International Boreal Conservation Campaign (formerly Canadian Boreal Initiative),2016-08-03,"['Environment', 'Aboriginal Affairs', 'Budget', 'Climate', 'Economic Development', 'Employment and Training', 'Labour', 'Tourism']","['Environment', 'Aboriginal Affairs', 'Budget', 'Climate', 'Economic Development', 'Employment and Training', 'Labour', 'Tourism']",['House of Commons']
269143,Équiterre,null,2016-05-17,"['Climate', 'Energy', 'Environment']","['Climat', 'Énergie', 'Environnement']","['Natural Resources Canada (NRCan)', 'Natural Resources Canada (NRCan)', 'Natural Resources Canada (NRCan)']"
269143,Équiterre,null,2016-06-10,['Climate'],['Climat'],['Environment and Climate Change Canada']
13913,Association Canadienne du Ciment,CEMENT ASSOCIATION OF CANADA,2016-07-18,"['Environment', 'Government Procurement', 'Infrastructure', 'Climate']","['Environment', 'Government Procurement', 'Infrastructure', 'Climate']","['Natural Resources Canada (NRCan)', 'Natural Resources Canada (NRCan)', 'Natural Resources Canada (NRCan)']"
347186,null,Canada C&C Marine Services Ltd.,2016-07-25,['Fisheries'],['Fisheries'],['Environment and Climate Change Canada']
13022,null,Environmental Defence Canada,2016-03-01,['Environment'],['Environment'],['Environment and Climate Change Canada']
377,null,CAMECO CORPORATION,2016-07-20,"['Aboriginal Affairs', 'Environment', 'International Relations']","['Aboriginal Affairs', 'Environment', 'International Relations']","['Environment and Climate Change Canada', 'Public Safety Canada (PS)']"
377,null,CAMECO CORPORATION,2016-07-21,['Environment'],['Environment'],"['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
4591,null,Canadian Vehicle Manufacturers' Association,2016-07-28,['Environment'],['Environment'],['Environment and Climate Change Canada']
6433,Fédération des sociétés canadiennes d’assistance aux animaux,Canadian Federation of Humane Societies,2016-07-18,['Justice and Law Enforcement'],['Justice and Law Enforcement'],['House of Commons']
16851,null,Imperial Oil Limited,2016-07-04,"['Energy', 'Environment']","['Energy', 'Environment']",['Environment and Climate Change Canada']
349246,Sentier Transcanadien,Trans Canada Trail,2016-07-27,"['Infrastructure', 'Arts and Culture', 'Climate']","['Infrastructure', 'Arts and Culture', 'Climate']","[""Prime Minister's Office (PMO)""]"
5087,null,Scotiabank,2016-07-05,"['Financial Institutions', 'Taxation and Finance', 'Energy', 'Environment']","['Financial Institutions', 'Taxation and Finance', 'Energy', 'Environment']","['Finance Canada (FIN)', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
12699,L'association minière du Canada (AMC),The Mining Association of Canada (MAC),2016-07-06,"['Environment', 'Mining']","['Environment', 'Mining']",['Environment and Climate Change Canada']
12699,L'association minière du Canada (AMC),The Mining Association of Canada (MAC),2016-07-12,"['Environment', 'Mining']","['Environment', 'Mining']",['Environment and Climate Change Canada']
12699,L'association minière du Canada (AMC),The Mining Association of Canada (MAC),2016-07-28,"['Environment', 'Mining']","['Environment', 'Mining']","['Environment and Climate Change Canada', 'Canadian Environmental Assessment Agency (CEAA)']"
226822,null,Saskatchewan Power Corporation,2016-05-25,['Energy'],['Energy'],['Environment and Climate Change Canada']
355694,null,Henvey Inlet Wind LP,2016-07-13,"['Aboriginal Affairs', 'Energy']","['Aboriginal Affairs', 'Energy']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
355694,null,Henvey Inlet Wind LP,2016-07-18,"['Aboriginal Affairs', 'Energy']","['Aboriginal Affairs', 'Energy']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
355694,null,Henvey Inlet Wind LP,2016-07-26,"['Aboriginal Affairs', 'Energy', 'Environment']","['Aboriginal Affairs', 'Energy', 'Environment']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Indigenous and Northern Affairs Canada']"
290865,L’entente sur la forêt boréale canadienne (EFBC),Canadian Boreal Forest Agreement (CBFA),2016-08-10,"['Environment', 'Forestry', 'Climate', 'Economic Development']","['Environment', 'Forestry', 'Climate', 'Economic Development']","['Natural Resources Canada (NRCan)', 'Natural Resources Canada (NRCan)']"
191,Association canadienne du gaz,Canadian Gas Association,2016-07-20,"['Transportation', 'Energy']","['Transportation', 'Energy']",['Environment and Climate Change Canada']
16568,null,INSURANCE BUREAU OF CANADA/BUREAU D'ASSURANCE DU CANADA,2016-07-28,"['Environment', 'Financial Institutions', 'Infrastructure', 'Climate']","['Environment', 'Financial Institutions', 'Infrastructure', 'Climate']",['House of Commons']
355790,Coca-Cola Limitée,Coca-Cola Limited,2016-08-05,['Environment'],['Environment'],['Environment and Climate Change Canada']
16568,null,INSURANCE BUREAU OF CANADA/BUREAU D'ASSURANCE DU CANADA,2016-08-02,"['Consumer Issues', 'Environment', 'Financial Institutions', 'Climate']","['Consumer Issues', 'Environment', 'Financial Institutions', 'Climate']",['House of Commons']
354,null,BIOTECANADA,2016-07-06,"['Environment', 'Industry']","['Environment', 'Industry']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Finance Canada (FIN)']"
74,null,ONTARIO FEDERATION OF ANGLERS AND HUNTERS,2016-08-10,['Environment'],['Environment'],['Environment and Climate Change Canada']
5215,Suncor Énergie Inc.,Suncor Energy Inc.,2016-07-15,"['Energy', 'Climate']","['Energy', 'Climate']",['Environment and Climate Change Canada']
5215,Suncor Énergie Inc.,Suncor Energy Inc.,2016-07-04,"['Energy', 'Climate']","['Energy', 'Climate']",['Environment and Climate Change Canada']
5215,Suncor Énergie Inc.,Suncor Energy Inc.,2016-07-06,['Climate'],['Climate'],['Environment and Climate Change Canada']
5215,Suncor Énergie Inc.,Suncor Energy Inc.,2016-07-28,['Climate'],['Climate'],['Environment and Climate Change Canada']
357239,La Corporation Trans Mountain,Trans Mountain Corporation,2016-07-06,"['Climate', 'Energy', 'Environment', 'Infrastructure']","['Climate', 'Energy', 'Environment', 'Infrastructure']","['House of Commons', 'House of Commons']"
357239,La Corporation Trans Mountain,Trans Mountain Corporation,2016-07-12,"['Climate', 'Energy', 'Environment', 'Infrastructure']","['Climate', 'Energy', 'Environment', 'Infrastructure']",['House of Commons']
5141,null,ROYAL BANK OF CANADA,2016-07-14,"['Industry', 'Environment']","['Industry', 'Environment']",['Environment and Climate Change Canada']
328226,Association des administrations portuaires canadiennes,Association of Canadian Port Authorities,2016-07-19,['Environment'],['Environment'],['Environment and Climate Change Canada']
16637,null,Shell Canada Limited,2016-07-26,['Environment'],['Environment'],['Environment and Climate Change Canada']
270204,null,Teck Resources Limited,2016-07-15,"['Environment', 'Climate']","['Environment', 'Climate']",['Environment and Climate Change Canada']
270204,null,Teck Resources Limited,2016-07-04,"['Mining', 'Environment', 'Climate']","['Mining', 'Environment', 'Climate']",['Environment and Climate Change Canada']
16081,null,Calgary Zoological Society (Calgary Zoo),2016-04-26,['Environment'],['Environment'],['Environment and Climate Change Canada']
16081,null,Calgary Zoological Society (Calgary Zoo),2016-05-19,['Environment'],['Environment'],['Environment and Climate Change Canada']
16081,null,Calgary Zoological Society (Calgary Zoo),2016-08-11,['Environment'],['Environment'],['Environment and Climate Change Canada']
340846,Campagne Internationale pour la Conservation Boreale,International Boreal Conservation Campaign,2016-08-15,"['Environment', 'Aboriginal Affairs', 'Budget']","['Environment', 'Aboriginal Affairs', 'Budget']",['Environment and Climate Change Canada']
340846,Campagne Internationale pour la Conservation Boreale,International Boreal Conservation Campaign,2016-08-16,"['Environment', 'Aboriginal Affairs', 'Budget']","['Environment', 'Aboriginal Affairs', 'Budget']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
340846,Campagne Internationale pour la Conservation Boreale,International Boreal Conservation Campaign,2016-08-16,"['Environment', 'Aboriginal Affairs', 'Budget']","['Environment', 'Aboriginal Affairs', 'Budget']",['Environment and Climate Change Canada']
357469,Campagne Internationale pour la Conservation Boreale,International Boreal Conservation Campaign,2016-08-15,"['Aboriginal Affairs', 'Environment', 'Budget']","['Aboriginal Affairs', 'Environment', 'Budget']",['Environment and Climate Change Canada']
357469,Campagne Internationale pour la Conservation Boreale,International Boreal Conservation Campaign,2016-08-16,"['Aboriginal Affairs', 'Environment', 'Budget']","['Aboriginal Affairs', 'Environment', 'Budget']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
